GHCN,NAME,STATE,LATITUDE,LONGITUDE
USC00104845,KETCHUM RANGER STATION,ID,43.684,-114.36
USC00104140,HAZELTON,ID,42.597,-114.138
USC00104670,JEROME,ID,42.733,-114.519
USC00103143,FENN RANGER STATION,ID,46.1,-115.545
USC00105275,LIFTON PUMPING STATION,ID,42.123,-111.313
USC00105462,MACKAY LOST RIVER RS,ID,43.918,-113.615
USC00106152,MOSCOW U OF I,ID,46.728,-116.956
USC00106388,NEW MEADOWS RS,ID,44.971,-116.293
USC00106542,OAKLEY,ID,42.234,-113.892
USC00102845,DWORSHAK FISH HATCHERY,ID,46.502,-116.322
USC00106891,PAYETTE,ID,44.076,-116.931
USC00107264,PORTHILL,ID,48.999,-116.499
USC00107386,PRIEST RIVER EXP STATION,ID,48.351,-116.835
USC00108137,SANDPOINT EXP STATION,ID,48.294,-116.563
USC00108080,SALMON-KSRA,ID,45.173,-113.885
USC00107346,PRESTON,ID,42.093,-111.883
USW00024133,BURLEY MUNICIPAL AIRPORT,ID,42.545,-113.769
USC00109303,TWIN FALLS 6 E,ID,42.546,-114.346
USC00101551,CASTLEFORD 2 N,ID,42.55,-114.866
USC00106877,PAUL 1ENE,ID,42.612,-113.763
USC00105678,MASSACRE ROCKS STATE PARK,ID,42.668,-112.998
USC00105980,MINIDOKA DAM,ID,42.677,-113.502
USW00024156,POCATELLO REGIONAL AIRPORT,ID,42.92,-112.572
USC00108380,SHOSHONE 1 WNW,ID,42.938,-114.417
USC00103297,FORT HALL 1 NNE,ID,43.033,-112.432
USC00107673,RICHFIELD,ID,43.052,-114.155
USC00100915,BLACKFOOT FIRE DEPARTMENT,ID,43.192,-112.345
USC00107648,REYNOLDS,ID,43.206,-116.749
USC00108928,SWAN FALLS PH,ID,43.244,-116.378
USC00107040,PICABO,ID,43.309,-114.067
USC00104456,IDAHO FALLS 16 SE,ID,43.346,-111.785
USC00103108,FAIRFIELD RANGER STATION,ID,43.343,-114.79
USC00108937,SWAN VALLEY,ID,43.437,-111.279
USC00104455,IDAHO FALLS - KIFI,ID,43.514,-112.013
USC00102260,CRATERS OF THE MOON,ID,43.462,-113.56
USW00024145,IDAHO FALLS FAA AP,ID,43.52,-112.068
USC00100375,ARCO,ID,43.636,-113.3
USC00102676,DRIGGS,ID,43.779,-111.111
USC00104384,HOWE,ID,43.783,-113.003
USC00104442,IDAHO CITY,ID,43.838,-115.832
USC00106844,PARMA EXPERIMENT STATION,ID,43.802,-116.944
USC00109065,TETONIA EXPERIMENT STN,ID,43.856,-111.277
USC00102942,EMMETT 2 E,ID,43.854,-116.466
USC00108022,SAINT ANTHONY,ID,43.952,-111.679
USC00103964,HAMER 4 NW,ID,43.966,-112.264
USC00101671,CHILLY BARTON FLAT,ID,43.978,-113.829
USC00103448,GARDEN VALLEY,ID,44.101,-115.969
USC00108676,STANLEY,ID,44.221,-114.935
USC00102707,DUBOIS EXPERIMENT STATION,ID,44.244,-112.2
USC00104598,ISLAND PARK,ID,44.42,-111.371
USC00101514,CASCADE 1 NW,ID,44.523,-116.048
USC00105177,LEADORE NO. 2,ID,44.683,-113.362
USC00105897,MIDDLE FORK LODGE,ID,44.719,-115.015
USC00102187,COUNCIL,ID,44.744,-116.433
USC00105708,MCCALL,ID,44.887,-116.105
USC00107706,RIGGINS,ID,45.354,-116.395
USC00102875,ELK CITY 1NE,ID,45.836,-115.461
USC00103771,GRANGEVILLE,ID,45.941,-116.118
USC00109846,WINCHESTER,ID,46.238,-116.623
USC00106424,NEZPERCE,ID,46.232,-116.243
USC00107046,PIERCE,ID,46.492,-115.801
USC00102892,ELK RIVER,ID,46.774,-116.176
USC00107301,POTLATCH 3 NNE,ID,46.96,-116.855
USC00108062,SAINT MARIES,ID,47.316,-116.579
USC00109498,WALLACE,ID,47.475,-115.931
USC00100667,BAYVIEW MODEL BASIN,ID,47.98,-116.559
USC00101363,CABINET GORGE,ID,48.086,-116.057
USC00101079,BONNERS FERRY,ID,48.693,-116.31
USW00094143,IDAHO FALLS 46 W,ID,43.533,-112.948
USC00104831,KELLOGG,ID,47.533,-116.133
USW00024151,MALAD CITY,ID,42.189,-112.249
USW00094846,CHICAGO OHARE INTL AP,IL,41.96,-87.932
USC00115768,MONMOUTH,IL,40.944,-90.638
USC00110072,ALEDO,IL,41.207,-90.742
USC00110187,ANNA 2 NNE,IL,37.522,-89.248
USC00111436,CHARLESTON,IL,39.476,-88.165
USC00112140,DANVILLE,IL,40.139,-87.648
USC00112193,DECATUR WTP,IL,39.829,-88.951
USC00112348,DIXON 1W,IL,41.835,-89.514
USC00112483,DU QUOIN 4 SE,IL,37.988,-89.193
USC00113335,GALVA,IL,41.174,-90.035
USC00114108,HILLSBORO,IL,39.161,-89.492
USC00114198,HOOPESTON,IL,40.466,-87.685
USC00114442,JACKSONVILLE 2E,IL,39.735,-90.198
USC00114823,LA HARPE,IL,40.584,-90.969
USC00115079,LINCOLN,IL,40.152,-89.339
USC00115326,MARENGO,IL,42.264,-88.608
USC00115712,MINONK,IL,40.913,-89.034
USC00115833,MORRISON,IL,41.795,-89.968
USC00115901,MOUNT CARROLL,IL,42.098,-89.984
USC00116446,OLNEY 2S,IL,38.7,-88.082
USC00116526,OTTAWA 5SW,IL,41.328,-88.91
USC00116558,PALESTINE,IL,38.999,-87.614
USC00116579,PANA,IL,39.369,-89.087
USC00116610,PARIS STP,IL,39.618,-87.667
USC00116910,PONTIAC,IL,40.878,-88.636
USC00117551,RUSHVILLE,IL,40.128,-90.559
USC00118916,WALNUT,IL,41.56,-89.602
USC00119241,WHITE HALL 1 E,IL,39.441,-90.379
USC00119354,WINDSOR,IL,39.446,-88.596
USC00117487,ROSICLARE 5NW,IL,37.427,-88.341
USC00112353,DIXON SPRINGS AGRIC CNTR,IL,37.439,-88.668
USC00111265,CARBONDALE SEWAGE PLANT,IL,37.731,-89.166
USC00114629,KASKASKIA RIVER NAVIGATION LOCK,IL,37.984,-89.947
USC00112931,FAIRFIELD RADIO WFIW,IL,38.38,-88.326
USC00116011,NASHVILLE 1 E,IL,38.342,-89.359
USC00111290,CARLYLE RESERVOIR,IL,38.625,-89.363
USC00114489,JERSEYVILLE 2 SW,IL,39.102,-90.343
USC00118684,TUSCOLA,IL,39.795,-88.291
USW00093989,QUINCY REGIONAL AIRPORT,IL,39.937,-91.197
USC00111475,CHENOA,IL,40.741,-88.718
USC00117004,PRINCEVILLE,IL,40.927,-89.756
USC00113320,GALESBURG,IL,40.946,-90.386
USC00114603,KANKAKEE METRO WASTEWATER,IL,41.135,-87.886
USC00114710,KEWANEE 1 E,IL,41.243,-89.9
USC00116753,PERU,IL,41.35,-89.107
USC00113384,GENESEO,IL,41.451,-90.149
USC00116616,PARK FOREST,IL,41.495,-87.68
USC00116661,PAW PAW 2S,IL,41.665,-88.978
USC00112223,DE KALB,IL,41.934,-88.775
USC00113290,FULTON L&D # 13,IL,41.898,-90.154
USC00113262,FREEPORT WASTE WTR PL,IL,42.297,-89.604
USC00118293,STOCKTON 3 NNE,IL,42.4,-89.99
USW00014806,RANTOUL CHANUTE AFB,IL,40.313,-88.16
USW00013802,BELLEVILLE SIU RESEARCH,IL,38.518,-89.841
USC00117636,SALEM,IL,38.64,-88.946
USC00112687,EFFINGHAM 3SW,IL,39.118,-88.624
USC00123104,FREELANDVILLE,IN,38.867,-87.308
USC00123777,HARTFORD CITY 4 ESE,IN,40.435,-85.289
USC00128698,TELL CITY,IN,37.953,-86.775
USC00126001,MOUNT VERNON,IN,37.929,-87.895
USW00093817,EVANSVILLE REGIONAL AP,IN,38.05,-87.515
USC00127125,PRINCETON 1 W,IN,38.357,-87.591
USC00122309,DUBOIS SRN IN FORAGE FARM,IN,38.456,-86.698
USC00126705,PAOLI,IN,38.556,-86.486
USC00128036,SHOALS 8 S,IN,38.553,-86.794
USC00129253,WASHINGTON 1 W,IN,38.649,-87.199
USC00126580,OOLITIC PURDUE EX FRM,IN,38.888,-86.552
USC00127935,SEYMOUR 1 WSW,IN,38.954,-85.905
USC00126435,NORTH VERNON 2 ESE,IN,39.001,-85.6
USC00121747,COLUMBUS,IN,39.166,-85.923
USC00128290,SPENCER,IN,39.284,-86.77
USC00128723,TERRE HAUTE INDIANA STATE,IN,39.471,-87.408
USC00121030,BROOKVILLE,IN,39.424,-85.014
USC00125407,MARTINSVILLE 2 SW,IN,39.404,-86.453
USC00127999,SHELBYVILLE SEWAGE PLANT,IN,39.528,-85.791
USC00127646,RUSHVILLE,IN,39.604,-85.453
USC00123513,GREENCASTLE 1 W,IN,39.644,-86.877
USW00093819,INDIANAPOLIS INTL AP,IN,39.725,-86.282
USC00123527,GREENFIELD,IN,39.786,-85.761
USC00127522,ROCKVILLE,IN,39.759,-87.227
USC00127370,RICHMOND WATER WORKS,IN,39.854,-84.878
USC00126164,NEW CASTLE 3 SW,IN,39.894,-85.395
USC00129557,WHITESTOWN,IN,39.996,-86.354
USC00120177,ANDERSON SEWAGE PLANT,IN,40.112,-85.716
USC00129678,WINCHESTER AIRPORT 3 E,IN,40.172,-84.921
USC00122825,FARMLAND 5 NNW,IN,40.254,-85.148
USC00128784,TIPTON 5 SW,IN,40.223,-86.109
USC00122638,ELWOOD,IN,40.287,-85.845
USC00123082,FRANKFORT DISPOSAL,IN,40.299,-86.507
USC00124715,LAFAYETTE 8 S,IN,40.296,-86.903
USC00124662,KOKOMO 3 WSW,IN,40.458,-86.176
USW00014835,LAFAYETTE PURDUE UNIVERSITY AP,IN,40.412,-86.947
USC00129430,WEST LAFAYETTE 6 NW,IN,40.475,-86.992
USC00125337,MARION 2 N,IN,40.58,-85.659
USC00120676,BERNE WWTP,IN,40.668,-84.93
USC00129138,WABASH,IN,40.792,-85.826
USC00120830,BLUFFTON 6N,IN,40.814,-85.155
USC00127298,RENSSELAER,IN,40.924,-87.175
USC00129670,WINAMAC 2SSE,IN,41.027,-86.587
USC00127482,ROCHESTER,IN,41.066,-86.21
USC00121739,COLUMBIA CITY,IN,41.145,-85.49
USC00129240,WARSAW,IN,41.263,-85.868
USC00125174,LOWELL,IN,41.264,-87.417
USC00129222,WANATAH 2 WNW,IN,41.444,-86.929
USC00123418,GOSHEN 3SW,IN,41.557,-85.882
USC00120200,ANGOLA,IN,41.664,-85.018
USC00124837,LAPORTE,IN,41.612,-86.73
USC00127069,PORTLAND 1 SW,IN,40.417,-84.993
USW00094895,MUNCIE DELAWARE COUNTY AP,IN,40.235,-85.394
USC00133007,FORT MADISON,IA,40.622,-91.334
USC00134585,LAMONI,IA,40.623,-93.934
USC00130576,BEDFORD,IA,40.674,-94.724
USC00131533,CLARINDA,IA,40.724,-95.019
USW00014931,BURLINGTON MUNICIPAL AP,IA,40.773,-91.125
USC00130753,BLOOMFIELD,IA,40.739,-92.414
USC00134758,LEON 6 ESE,IA,40.724,-93.645
USC00137613,SHENANDOAH,IA,40.772,-95.374
USC00137669,SIDNEY 1SSE,IA,40.736,-95.643
USC00130536,BEACONSFIELD,IA,40.857,-94.049
USC00135796,MOUNT PLEASANT 1 SSW,IA,40.949,-91.565
USC00130112,ALBIA 3 NNE,IA,41.066,-92.787
USC00132789,FAIRFIELD,IA,41.021,-91.955
USC00131394,CHARITON 1 E,IA,41.016,-93.279
USC00136316,OSCEOLA,IA,41.019,-93.75
USC00131833,CORNING,IA,40.988,-94.759
USC00136940,RED OAK,IA,41.004,-95.242
USW00014950,OTTUMWA INDUSTRIAL AP,IA,41.101,-92.445
USC00138688,WASHINGTON,IA,41.282,-91.708
USC00137678,SIGOURNEY,IA,41.337,-92.228
USC00134502,KNOXVILLE,IA,41.325,-93.101
USC00139132,WINTERSET 1S,IA,41.402,-94.015
USC00133438,GREENFIELD,IA,41.294,-94.446
USC00136151,OAKLAND,IA,41.304,-95.384
USC00134063,INDIANOLA 2W,IA,41.366,-93.648
USC00130364,ATLANTIC 1 NE,IA,41.417,-95.004
USC00134705,LE CLAIRE L & D 14,IA,41.575,-90.4
USC00134894,LOGAN,IA,41.65,-95.806
USC00139067,WILLIAMSBURG 1E,IA,41.665,-91.998
USC00130241,ANKENY,IA,41.732,-93.65
USC00133509,GUTHRIE CENTER,IA,41.669,-94.497
USC00133632,HARLAN,IA,41.645,-95.334
USC00133473,GRINNELL 3 SW,IA,41.72,-92.75
USC00135992,NEWTON,IA,41.712,-93.03
USC00130385,AUDUBON,IA,41.707,-94.922
USC00131635,CLINTON NO 1,IA,41.795,-90.264
USC00136566,PERRY,IA,41.839,-94.111
USC00130600,BELLE PLAINE,IA,41.881,-92.276
USC00131319,CEDAR RAPIDS NO 1,IA,42.05,-91.588
USC00138296,TOLEDO 3N,IA,42.035,-92.58
USC00134228,JEFFERSON,IA,42.01,-94.395
USC00130200,AMES 8 WSW,IA,42.021,-93.774
USC00131233,CARROLL,IA,42.065,-94.85
USC00132171,DENISON,IA,42.036,-95.329
USC00136243,ONAWA 3NW,IA,42.07,-96.126
USC00135131,MAQUOKETA,IA,42.077,-90.665
USC00135198,MARSHALLTOWN,IA,42.065,-92.924
USC00130807,BOONE,IA,42.042,-93.891
USC00131277,CASTANA EXP FARM,IA,42.063,-95.836
USC00138568,VINTON,IA,42.146,-92.013
USC00135123,MAPLETON NO.2,IA,42.162,-95.784
USC00130608,BELLEVUE L AND D 12,IA,42.261,-90.423
USC00131257,CASCADE,IA,42.298,-91.012
USC00133487,GRUNDY CENTER,IA,42.365,-92.759
USC00132573,ELDORA,IA,42.365,-93.097
USW00094908,DUBUQUE REGIONAL AP,IA,42.398,-90.709
USC00137161,ROCKWELL CITY,IA,42.397,-94.629
USC00137312,SAC CITY,IA,42.419,-94.976
USC00138806,WEBSTER CITY,IA,42.468,-93.797
USC00132364,DUBUQUE L & D 11,IA,42.54,-90.646
USC00134142,IOWA FALLS,IA,42.519,-93.254
USC00132999,FORT DODGE 5NNW,IA,42.584,-94.201
USW00094910,WATERLOO MUNICIPAL AP,IA,42.554,-92.401
USC00137979,STORM LAKE,IA,42.647,-95.193
USC00136719,POCAHONTAS,IA,42.729,-94.661
USC00133517,GUTTENBERG L AND D 10,IA,42.786,-91.096
USC00130157,ALLISON,IA,42.754,-92.802
USC00133584,HAMPTON,IA,42.756,-93.202
USC00131442,CHEROKEE,IA,42.757,-95.538
USC00132603,ELKADER 6 SSW,IA,42.775,-91.454
USC00132864,FAYETTE,IA,42.883,-91.83
USC00138339,TRIPOLI,IA,42.812,-92.257
USC00134735,LE MARS,IA,42.782,-96.146
USC00137726,SIOUX RAPIDS,IA,42.893,-95.147
USC00133718,HAWARDEN,IA,43.003,-96.485
USC00135952,NEW HAMPTON,IA,43.045,-92.312
USC00131402,CHARLES CITY,IA,43.06,-92.672
USC00130923,BRITT 3E,IA,43.106,-93.744
USC00130133,ALGONA,IA,43.066,-94.222
USC00136800,PRIMGHAR,IA,43.086,-95.629
USC00137700,SIOUX CENTER 2 SE,IA,43.056,-96.153
USC00135230,MASON CITY,IA,43.163,-93.195
USC00132689,EMMETSBURG,IA,43.102,-94.683
USW00014940,MASON CITY MUNICIPAL AP,IA,43.154,-93.326
USC00137386,SANBORN,IA,43.179,-95.66
USC00137594,SHELDON,IA,43.18,-95.853
USC00136305,OSAGE,IA,43.279,-92.831
USC00132977,FOREST CITY 2 NNE,IA,43.284,-93.63
USC00132110,DECORAH,IA,43.304,-91.795
USC00131954,CRESCO 1 NE,IA,43.389,-92.094
USC00138026,SWEA CITY 5N,IA,43.454,-94.307
USC00135493,MILFORD 4 NW,IA,43.383,-95.184
USC00132724,ESTHERVILLE 4E,IA,43.404,-94.747
USC00137664,SIBLEY,IA,43.402,-95.75
USC00137147,ROCK RAPIDS,IA,43.43,-96.169
USC00136103,NORTHWOOD,IA,43.439,-93.225
USC00134381,KEOKUK LOCK DAM 19,IA,40.397,-91.375
USC00135769,MOUNT AYR,IA,40.705,-94.243
USC00135837,MUSCATINE,IA,41.408,-91.073
USC00137844,SPENCER 1 N,IA,43.165,-95.147
USW00093997,RUSSELL MUNICIPAL AP,KS,38.873,-98.809
USC00142432,ELKHART,KS,37.006,-101.887
USC00144695,LIBERAL,KS,37.031,-100.907
USC00147305,SEDAN,KS,37.132,-96.18
USC00141740,COLUMBUS,KS,37.168,-94.83
USC00145536,MOUND VALLEY 3 WSW,KS,37.187,-95.451
USC00143855,HUGOTON,KS,37.164,-101.34
USC00148670,WELLINGTON,KS,37.268,-97.419
USC00140365,ASHLAND,KS,37.194,-99.763
USC00143954,INDEPENDENCE,KS,37.236,-95.7
USC00148964,WINFIELD 3NE,KS,37.289,-96.941
USC00141704,COLDWATER,KS,37.269,-99.321
USC00145171,MEADE,KS,37.285,-100.345
USC00146242,PARSONS 2 NW,KS,37.368,-95.288
USC00143822,HOWARD,KS,37.458,-96.23
USC00147922,SUBLETTE 7WSW,KS,37.441,-100.979
USC00143074,GIRARD,KS,37.508,-94.839
USC00142894,FREDONIA,KS,37.534,-95.827
USC00148287,ULYSSES 3NE,KS,37.598,-101.291
USC00144313,KINGMAN,KS,37.645,-98.125
USC00146549,PRATT 3NW,KS,37.673,-98.776
USC00143239,GREENSBURG,KS,37.603,-99.302
USW00013981,CHANUTE MARTIN JOHNSON AIRPORT,KS,37.67,-95.485
USW00013985,DODGE CITY REGIONAL AP,KS,37.771,-99.969
USC00142622,EUREKA 1E,KS,37.825,-96.264
USC00142401,EL DORADO,KS,37.818,-96.844
USC00141522,CIMARRON,KS,37.813,-100.346
USC00142835,FORT SCOTT,KS,37.817,-94.699
USC00149080,YATES CENTER,KS,37.883,-95.728
USC00143984,IOLA 1 W,KS,37.923,-95.424
USC00143930,HUTCHINSON 10 SW,KS,37.931,-98.03
USW00023064,GARDEN CITY REGIONAL AP,KS,37.922,-100.724
USC00144464,LAKIN,KS,37.941,-101.249
USC00142980,GARDEN CITY EXP STA,KS,37.993,-100.812
USC00148038,SYRACUSE 1NE,KS,37.993,-101.742
USC00145744,NEWTON,KS,38.023,-97.355
USC00141351,CASSODAY 2SE,KS,38.021,-96.604
USC00143847,HUDSON,KS,38.104,-98.659
USC00147796,STERLING,KS,38.214,-98.207
USC00143008,GARNETT 1 E,KS,38.28,-95.218
USC00144104,JOHN REDMOND LAKE,KS,38.255,-95.75
USC00145152,MCPHERSON,KS,38.377,-97.61
USC00141858,COTTONWOOD FALLS,KS,38.37,-96.548
USC00145039,MARION RESERVOIR,KS,38.378,-97.075
USC00143218,GREAT BEND 3W,KS,38.371,-98.819
USC00145692,NESS CITY,KS,38.454,-99.895
USC00147271,SCOTT CITY,KS,38.475,-100.918
USC00144665,LEOTI,KS,38.49,-101.367
USC00148235,TRIBUNE 1W,KS,38.466,-101.773
USC00145210,MELVERN LAKE,KS,38.504,-95.704
USC00140865,BISON 3NW,KS,38.564,-99.235
USC00146128,OTTAWA,KS,38.613,-95.281
USC00144178,KANOPOLIS LAKE,KS,38.608,-97.96
USC00143554,HEALY,KS,38.6,-100.62
USC00146498,POMONA LAKE,KS,38.645,-95.566
USC00141867,COUNCIL GROVE LAKE,KS,38.676,-96.51
USC00143594,HERINGTON,KS,38.666,-96.95
USC00142459,ELLSWORTH,KS,38.73,-98.225
USC00142602,ESKRIDGE,KS,38.859,-96.106
USC00140010,ABILENE,KS,38.927,-97.213
USC00147050,RUSSELL SPRINGS 3N,KS,38.962,-101.166
USC00147397,SHARON SPRINGS,KS,38.896,-101.751
USC00148946,WILSON LAKE,KS,38.967,-98.489
USC00144712,LINCOLN 1 SE,KS,39.029,-98.13
USC00148495,WAKEENEY,KS,39.015,-99.872
USC00145306,MILFORD LAKE,KS,39.075,-96.898
USC00146637,QUINTER,KS,39.067,-100.239
USC00146333,PERRY LAKE,KS,39.117,-95.41
USC00145363,MINNEAPOLIS,KS,39.125,-97.705
USC00145888,OAKLEY 4W,KS,39.113,-100.945
USC00148563,WAMEGO 4 W,KS,39.214,-96.37
USC00144972,MANHATTAN,KS,39.197,-96.581
USC00146435,PLAINVILLE 4WNW,KS,39.245,-99.381
USC00148259,TUTTLE CREEK LAKE,KS,39.248,-96.599
USC00141559,CLAY CENTER,KS,39.374,-97.127
USW00093990,HILL CITY MUNICIPAL AP,KS,39.374,-99.83
USC00141699,COLBY 1SW,KS,39.392,-101.069
USC00141029,BREWSTER 4W,KS,39.367,-101.446
USW00023065,GOODLAND RENNER FIELD,KS,39.367,-101.693
USC00148648,WEBSTER DAM,KS,39.403,-99.419
USC00143759,HOLTON,KS,39.458,-95.755
USC00140693,BELOIT,KS,39.458,-98.112
USC00140200,ALTON 2SW,KS,39.448,-98.97
USC00143810,HORTON,KS,39.668,-95.52
USC00145856,NORTON 9SSE,KS,39.741,-99.836
USC00148250,TROY 3N,KS,39.828,-95.088
USC00147542,SMITH CENTER,KS,39.777,-98.778
USC00147093,SAINT FRANCIS,KS,39.767,-101.807
USC00145063,MARYSVILLE,KS,39.838,-96.636
USC00148578,WASHINGTON,KS,39.809,-97.055
USC00140682,BELLEVILLE,KS,39.832,-97.632
USC00145852,NORTON DAM,KS,39.811,-99.939
USC00145906,OBERLIN,KS,39.823,-100.516
USC00140439,ATWOOD,KS,39.8,-101.042
USC00144857,LOVEWELL DAM,KS,39.9,-98.025
USW00013984,CONCORDIA ASOS,KS,39.551,-97.651
USW00013980,ANTHONY,KS,37.155,-98.028
USC00155694,MURRAY,KY,36.612,-88.301
USC00157215,SCOTTSVILLE,KY,36.746,-86.226
USC00150450,BAXTER,KY,36.858,-83.33
USC00150381,BARBOURVILLE,KY,36.883,-83.882
USC00154208,JAMESTOWN WWTP,KY,37.005,-85.062
USC00157049,RUSSELLVILLE,KY,36.855,-86.888
USC00153994,HOPKINSVILLE,KY,36.849,-87.521
USC00150422,BARREN RIVER LAKE,KY,36.898,-86.125
USW00093808,BOWLING GREEN WARREN COUNTY AP,KY,36.965,-86.424
USW00003849,LONDON CORBIN AP,KY,37.09,-84.069
USW00003816,PADUCAH BARKLEY REGIONAL AP,KY,37.056,-88.774
USC00157510,SOMERSET 2 N,KY,37.117,-84.617
USC00156580,PRINCETON 1 SE,KY,37.124,-87.867
USC00155097,MAMMOTH CAVE,KY,37.132,-86.148
USC00156882,ROCHESTER FERRY,KY,37.217,-86.894
USC00153430,GREENSBURG,KY,37.257,-85.501
USC00155834,NOLIN RIVER LAKE,KY,37.281,-86.25
USC00155067,MADISONVILLE,KY,37.347,-87.524
USC00155648,MOUNT VERNON,KY,37.354,-84.337
USC00153929,HODGENVILLE LINCOLN P,KY,37.532,-85.735
USC00156988,ROUGH RIVER LAKE,KY,37.618,-86.504
USC00153762,HENDERSON 8 SSW,KY,37.756,-87.645
USC00150397,BARDSTOWN 5E,KY,37.819,-85.385
USC00150630,BERNHEIM FOREST,KY,37.916,-85.657
USC00155640,MOUNT STERLING,KY,38.058,-83.933
USC00152791,CAVE RUN LAKE,KY,38.123,-83.533
USC00150254,ASHLAND,KY,38.454,-82.613
USC00155243,MAYSVILLE WASTEWATER TREATMENT PLANT,KY,38.687,-83.787
USW00093814,CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,KY,39.044,-84.672
USC00155524,MONTICELLO 3 NE,KY,36.867,-84.828
USC00168539,SLIDELL,LA,30.265,-89.77
USC00163433,GALLIANO,LA,29.463,-90.307
USC00167932,ROCKEFELLER WL REFUGE,LA,29.729,-92.818
USC00163313,FRANKLIN 3 NW,LA,29.823,-91.544
USC00163979,HACKBERRY 8 SSW,LA,29.889,-93.402
USC00162534,DONALDSONVILLE 4 SW,LA,30.072,-91.028
USC00161565,CARVILLE 2 SW,LA,30.198,-91.126
USC00162212,CROWLEY 2 NE,LA,30.241,-92.348
USC00164700,JENNINGS,LA,30.2,-92.664
USC00163800,GRAND COTEAU,LA,30.418,-92.044
USW00013970,BATON ROUGE METRO AP,LA,30.538,-91.147
USC00166938,OBERLIN FIRE TOWER,LA,30.604,-92.774
USC00166686,NEW ROADS 5 NE,LA,30.727,-91.367
USC00161287,BUNKIE,LA,30.959,-92.179
USC00165266,LEESVILLE,LA,31.142,-93.24
USC00164739,JONESVILLE LOCKS,LA,31.483,-91.863
USC00168163,ST JOSEPH 3 N,LA,31.95,-91.234
USC00169806,WINNSBORO 5 SSE,LA,32.1,-91.702
USC00160800,BIENVILLE 3 NE,LA,32.374,-92.943
USC00167738,RED RIVER RESEARCH STATION,LA,32.422,-93.638
USW00013942,MONROE REGIONAL AP,LA,32.516,-92.03
USC00166244,MINDEN,LA,32.605,-93.295
USC00165090,LAKE PROVIDENCE,LA,32.807,-91.173
USW00012916,NEW ORLEANS AP,LA,29.998,-90.278
USC00160098,ALEXANDRIA,LA,31.32,-92.461
USC00169013,THIBODAUX 4 SE,LA,29.755,-90.775
USC00188380,SNOW HILL 4 N,MD,38.232,-75.376
USC00180335,ASSATEAGUE,MD,38.072,-75.213
USW00013721,PATUXENT RIVER NAS,MD,38.3,-76.417
USW00093720,SALISBURY-WICOMICO REGIONAL AIRPORT,MD,38.341,-75.513
USC00187806,ROYAL OAK 2 SSW,MD,38.715,-76.191
USC00189070,UPPER MARLBORO 3 NNW,MD,38.852,-76.768
USC00186620,OAKLAND 1 SE,MD,39.413,-79.4
USW00013701,ABERDEEN PHILLIPS FLD,MD,39.472,-76.17
USC00182906,EMMITSBURG 2 SE,MD,39.676,-77.284
USC00183415,FROSTBURG 2,MD,39.66,-78.936
USC00190998,BUFFUMVILLE LAKE,MA,42.116,-71.907
USC00192107,EAST BRIMFIELD LAKE,MA,42.11,-72.127
USC00190120,AMHERST,MA,42.386,-72.537
USC00190666,BIRCH HILL DAM,MA,42.632,-72.123
USC00198573,TULLY LAKE,MA,42.639,-72.224
USW00014833,JACKSON REYNOLDS FIELD,MI,42.264,-84.456
USW00094850,MARQUETTE WFO,MI,46.531,-87.549
USW00014840,MUSKEGON COUNTY AP,MI,43.171,-86.237
USW00014838,MARQUETTE,MI,46.546,-87.379
USC00203823,HILLSDALE,MI,41.935,-84.641
USC00208184,THREE RIVERS,MI,41.93,-85.638
USC00201675,COLDWATER ST SCHOOL,MI,41.962,-84.993
USC00202445,EAU CLAIRE 4 NE,MI,42.015,-86.243
USC00200710,BENTON HARBOR AIRPORT,MI,42.124,-86.427
USC00203477,GROSSE POINTE FARMS,MI,42.408,-82.889
USC00200864,BLOOMINGDALE,MI,42.384,-85.963
USC00203504,GULL LAKE BIOLOGICAL STATION,MI,42.394,-85.385
USC00207690,SOUTH HAVEN,MI,42.401,-86.283
USC00205452,MILFORD GM PROVING GROUND,MI,42.579,-83.684
USC00201476,CHARLOTTE,MI,42.55,-84.825
USC00203661,HASTINGS,MI,42.642,-85.288
USC00206680,PORT HURON,MI,42.975,-82.419
USC00204078,IONIA 2SSW,MI,42.953,-85.078
USC00206300,OWOSSO WWTP,MI,43.016,-84.18
USC00207280,SAINT JOHNS,MI,43.013,-84.555
USC00204655,LAPEER WWTP,MI,43.061,-83.307
USC00203429,GREENVILLE 2 NNE,MI,43.203,-85.242
USC00200146,ALMA,MI,43.387,-84.648
USC00207350,SANDUSKY,MI,43.419,-82.819
USC00205567,MONTAGUE 4 NW,MI,43.461,-86.418
USC00201299,CARO WWTP,MI,43.484,-83.392
USC00205662,CENTRAL MICHIGAN UNIVERSITY,MI,43.586,-84.769
USC00203769,HESPERIA 4 WNW,MI,43.591,-86.106
USC00205434,MIDLAND,MI,43.609,-84.201
USC00200779,BIG RAPIDS WATER TREATMENT PLANT,MI,43.707,-85.482
USC00203632,HART 3 WSW,MI,43.675,-86.423
USC00200417,BAD AXE,MI,43.808,-82.994
USC00203585,HARBOR BEACH 1 SSE,MI,43.832,-82.643
USC00207820,STANDISH 4NE,MI,44.013,-83.898
USW00014828,GLADWIN,MI,43.976,-84.491
USC00205065,MANISTEE 3SE,MI,44.211,-86.294
USC00202423,EAST TAWAS,MI,44.284,-83.504
